link,titulo,autor,pubdate,descrip,imagen,video
http://www.blackseagrain.net/novosti/pakistan-to-increase-olive-production-to-make-one-of-top-olive-producing-countries,Pakistan to increase olive production to make one of top olive producing countries,,,"The spokesman of Punjab Agriculture Department said, this project will help in ending the Olive imports.



He said that the department has decided to convert Chakwal valley into an Olive valley by promoting the Olive cultivation there.



He said that two million Olive plants will be distributed in Punjab during next five years free of cost, Radio Pakistan reported.



The Olive-oil preparing factory has become functional at Chakwal, he added.



brecorder",http://www.blackseagrain.net/foto/vegoil/rastitielnoie%20maslo.png/image_large,
https://www.architecturalrecord.com,"Building Architecture, House Design & Products","Norman Weinstein,Suzanne Stephens,Josephine Minutillo,Alex Klimoski",,"This website requires certain cookies to work and uses other cookies to help you have the best experience. By visiting this website, certain cookies have already been set, which you may delete and block. By closing this message or continuing to use our site, you agree to the use of cookies. Visit our updated privacy and cookie policy to learn more.",https://www.architecturalrecord.com/favicon/apple-icon-57x57.png,
http://www.blackseagrain.net/novosti/mexican-sorghum-buyers-to-visit-u-s,Mexican sorghum buyers to visit U.S.,,,"A team of Mexican grain importers and feed millers from the National Association of Food Manufacturers for Animal Consumption (ANFACA) will visit the United States June 18-22 to tour major sorghum growing areas, develop new relationships as well as continue to strengthen existing relationships with U.S. suppliers.



The group of buyers selected by the U.S. Grains Council represents companies from central and northern Mexico, including the state of Jalisco, the No. 1 livestock producing state in the country, Michoacán and Sonora. Mexico is the fourth largest producer of livestock feed worldwide accounting for 33.87 million tonnes. Of this total, Jalisco, Sonora and Michoacán contribute to a combined 31% of overall production.



“For years, Mexico has been a valued trading partner with the United States, and the ties between U.S. sorghum farmers and Mexican importers has only grown, due in large part to the importance of the North American Free Trade Agreement,” said Tom Sleight, president and chief executive officer of the U.S. Grains Council. “This team visit is another example of why maintaining an open line of communication is important. Mexican buyers have the opportunity to see the full U.S. sorghum value chain — from crops in the field to elevators and port facilities — and trips like these encourage continued direct sales between the two countries.”



The tour will include visits to sorghum suppliers and producers, feed mills, elevators, a rail facility, an ethanol plant and the Port of Houston. The team’s visit will focus on U.S. sorghum production, marketing and export logistics in Texas and Kansas.



“This trade mission is a great reflection of how organizations like USGC, the Sorghum Checkoff and other state organizations, such as Texas Grain Sorghum Producers and Kansas Grain Sorghum Commission, work together to build and maintain market opportunities for U.S. producers,” said Florentino Lopez, executive director of the Sorghum Checkoff. “These buyers will leave with a better understanding of U.S. sorghum quality and production, helping build future sales to Mexico and increasing buyer trust.”



Mexico accounted for $103 million in exports of U.S. sorghum, equating to 568,254 tonnes (22.4 million bushels), during the 2016-17 marketing year. Mexico remains one of the chief importers of U.S. sorghum, second only to China in purchases.



world-grain",http://www.blackseagrain.net/foto/grain-cereals/sorgho.jpg/image_large,
https://www.bevindustry.com,"Trends, Formulations, Technology & Products","John Peter Koss,Van Der Graaf,Jeff Cioletti,Sarah Graybill,Jessica Jacobsen",,"Plant Focus Integrated supply chain vital for beverage production, delivery Like all good things, there is a start and finish with well-defined steps,and that is why theapproach of looking at the application as an integrated supply chain is important. …

Plant Focus Drum motors’ benefits can further market penetration What sets the drum motor apart from a conventional conveyor drive is that the drum motor has all the drive components, such as the electric motor, gear reducer and all …

Commentary Tracking technology helps Adams Beverages’ field team The family owned AB InBev distributor has become a force in the South, with a network of distribution facilities that bring with them their own sets of rewards and challenges. …

Channel Strategies Supermarkets exercise innovation to achieve freshness and quality With fresh foods and beverages sourced from all around the United States and beyond, brands and retailers are implementing innovative solutions for achieving optimal quality. …

Alternative Drinks Global keto market projected to reach $5.4B by 2023 One diet trend that has gained traction with consumers lately has been ketogenic diets, a plan in which consumers reduce carbohydrate intake along with increasing fat content in their diet. …

Ingredient Spotlight Antioxidants deliver health attributes in convenient form One of the ways in which consumers are finding a way to incorporate healthy convenience is through the use of antioxidants. …",https://www.bevindustry.com/images/favicon/favicons.ico?1580192290,
http://www.blackseagrain.net/novosti/frances-lavish-wheat-fields-fuel-expectations-of-large-harvest,France's Lavish Wheat Fields Fuel Expectations of Large Harvest,,,"Farmers across France are calling the upcoming harvest one of the best they’ve seen in years.



The wheat fields from Dijon to Reims are bright green, standing tall and getting ready to be harvested starting from next month. After a cold and long winter, the weather in France took a turn for the better. It got warmer, rainier and yield prospects are improving, farmers and cooperatives say.



The country will probably produce 37 million to 38 million metric tons of wheat this year, according to estimates from InVivo, a union of grain cooperatives. If it reaches 38 million tons, that would be the third-highest year in data from the French Agriculture Ministry going back to 1993.



""It could be a good crop in terms of quantity, much better than last year, much better than the last two,” Christoph Bueren, the chairman of Vivescia, one of France’s top grain cooperatives, said in an interview in Reims.



The good growing conditions in France are a contrast to Russia, U.S., Australia and Canada, where dry weather left fields parched. Benchmark wheat futures have rallied 22 percent this year on concern that global stockpiles will fall for the first time in six years.



Read: Dry Fields Leave Wheat Futures Poised for ‘Explosive’ Gains



The weather now is good for crop development, with intervals of rain and sun, according to Francois Farges, the deputy director at Cerevia, a union of grain cooperatives. It’s warmer, but not excessively hot, and temperatures are around the 25 degrees Celsius (77 Fahrenheit), which is optimal, Vivescia’s Bueren said.



French wheat is currently at the filling stage, meaning that each day that temperatures exceed 25 degrees Celsius will lead to a drop in yield equivalent to 150 kilograms per hectare, according to crop researcher Arvalis.



There are still some risks. Conditions were favorable for fungal diseases including fusarium, which can hurt yields and produce chemicals known as mycotoxins that are poisonous for humans or livestock.



Cerevia says it’s keeping an eye on the situation, but hasn’t spotted any serious diseases in the Burgundy region, where it operates. Fusarium was found in some crops near Reims, said Frederic Terzieff of Promo-Vert, which studies crop diseases for companies that make products including pesticides and fertilizers.



Better crop yields mean the protein content will probably return to normal levels of 11 to 11.5 percent, according to InVivo. Last year, French wheat had protein of 12 percent to 12.5 percent, allowing exporters to sell to markets such as Saudi Arabia for the first time ever.



“In all probabilities, if the yields stay good, we will have lower protein levels than last year,” Philippe Kerbidi, a trader at InVivo, said last week.



""When you look at the fields, even if you are not an agronomist like me, it’s green, it’s regular, it’s nice,"" Kerbidi added. ""The crop size is more than decent.""



bloomberg",http://www.blackseagrain.net/foto/grain-cereals/kalaski.png/image_large,
https://www.bsigroup.com,"Standards, Training, Testing, Assessment and Certification",,,"How BSI can help

BSI is your business improvement partner. We have shaped best practice for over 100 years, helping organizations around the world embed excellence, build competence and capability for sustainable growth.

Through our expertise we transfer knowledge through ongoing training, information and performance tools; we help clients comply with regulations; assess client’s processes, procedures and products; and advise clients on how best to respond to challenges.

We help you to:",https://www.bsigroup.com/ui/css/img/BannerShapes/red-curve-large.png,
http://www.blackseagrain.net/novosti/no-issue-with-rice-supply-in-malaysia,No issue with rice supply in Malaysia,,,"Malaysia is not facing any issue with regards its rice supply, assured Agriculture and Agro-based Ministry’s Padi and Rice Industry Division secretary Shamsuddin Ismail.



He said the country produced 73 per cent of local rice and the rest was imported, based on a long-term contract.



“However, to ensure Malaysia’s food security remains intact, the government is conducting a holistic study relating to the country’s padi and rice management



“In making the best preparations, the government will get the view of the National Agriculture Advisory Council as well as other stakeholders.



“A thorough study is necessary because imported rice must be managed well so that there is no disruption in the country’s rice supply,” he said in a statement today.



Shamsuddin was commenting on recent news reports about Malaysia’s rice supply.



He said new planning and direction to manage the industry would also focus on several matters including stockpile management; subsidy and incentive management, quality and padi farmers welfare.



nst",http://www.blackseagrain.net/foto/grain-cereals/rice.png/image_large,
https://www.constructionglobal.com,The Global Construction Platform,At The The International Centre,,Tony Bishop and Corey Dyer of Digital Realty discuss the data centre giant’s ongoing efforts to offer hyper-personalised data centre services from the single rack to the hyperscale,https://www.constructionglobal.com/sites/default/files/favicon%20-%20Copy.ico,
http://www.blackseagrain.net/novosti/usda-estimates-the-lowest-us-ending-stocks-since-2013-14,USDA estimates the lowest US ending stocks since 2013-14,,,"The US Department of Agriculture on Tuesday projected domestic corn stocks at the end of the 2018-19 marketing year at 1.577 billion bushels (40.058 million mt), down 105 million bushels from its May projection and down 525 million bushels from its 2017-18 estimates of 2.102 billion bushels.



If realized, ending corn stocks at 1.577 billion bushels would be the lowest level since the 2013-14 marketing year, USDA said.



USDA domestic corn stocks estimates, for both marketing years, were below analysts' expectations, sources said.



""This month's 2018/19 US corn outlook is for reduced beginning stocks, lower feed and residual use, greater corn used for ethanol production, and lower ending stocks,"" USDA said. ""Beginning stocks are down largely reflecting a 75 million-bushel increase in projected exports for 2017/18 to 2.300 billion bushels, which if realized would be the highest since 2007/08.""



The estimates of US corn to be used for ethanol production in the 2018-19 marketing year was at 5.675 billion bushels, from 5.575 billion bushels in the previous marketing year.



The projection of US corn to be exported in the 2018-19 marketing year was at 2.100 billion bushels, from 2.300 billion bushels in the previous marketing year. The estimates of US corn to be exported in the 2017-18 marketing year was 75 million bushels higher from last month's report.



""Exports during the month of April were record high, besting the prior monthly shipment record set in November 1989,"" the USDA added. ""Export inspection data for the month of May implies continued robust global demand for US corn, while old crop outstanding sales at this point in the marketing year are record high."" The projection for the 2018-19 marketing year foresees 35% of the next season's corn supply going towards production of ethanol and byproducts, while 13% would be exported, the data showed.



The USDA estimated the global corn ending stocks at 154.69 million mt, down 4.46 million from its May estimate and 38 million mt lower than its 2017-18 estimates of 192.69 million mt.



USDA world corn stocks estimates, for both marketing years, were within the lower range of analysts' expectations, sources said.



""Major global trade changes for 2018/19 include lower forecast corn exports for Russia, with reductions in corn imports for Vietnam, Iran, and Algeria,"" the USDA said. ""Foreign corn ending stocks are lowered from last month, mostly reflecting reductions for the EU, Brazil, and Vietnam that more than offset increases for Ukraine and South Africa.""



USDA is projecting a 10-cent rise in its US midpoint season-average farm price for the 2018-2019 marketing year to $3.90/bushel, the agency said.



Corn is the primary feedstock for ethanol production in the US and is the main competitor for dried distillers grains.



platts",http://www.blackseagrain.net/foto/grain-cereals/kukuruz/image_large,
https://www.cosmeticsandtoiletries.com,CosmeticsAndToiletries.com,,,"""I think [there is future potential] in understanding the hair of younger people and very old people, and the biology of what’s going on in changes in the fiber, the sebum and maybe also changes in the scalp, such as nerves and sensitivity.""",https://abm-assets.s3.amazonaws.com/images/icons/ct-favicon-2014.ico,
http://www.blackseagrain.net/novosti/egypt-held-the-first-major-tender-for-new-season-delivery,Egypt held the first major tender for new-season delivery,,,"On June 12, Egypt purchased 420 KMT of milling wheat from Russia and Romania to be delivered on July 15 – 25, 2018 at an average price of USD 224.44/MT C&F. The price in the previous tender equaled USD 234.57//MT C&F, reports UkrAgroConsult.

The purchase included the following:

Quantity. KMT Origin Shipper FOB ($) Freight ($) C&F ($) 1 60 Russia GTSC 209.50 15.14 224.64 2 60 Russia GTSC 209.50 15.14 224.64 3 60 Russia GTSC 209.50 15.14 224.64 4 60 Russia GTSC 210.00 14.50 224.50 5 60 Russia Daewoo 209.50 15.14 224.64 6 60 Romania Ameropa 210.00 14.02 224.02 7 60 Romania Ameropa 210.00 14.02 224.02

In the previous tender of May15, 2018, Egypt bought 60 KMT of milling wheat from Ukraine to be delivered on June 15 -25, 2018.

6.64 MMT of wheat was purchased via Egyptian GASC tenders in the 2017/18 season – this is up 17.1% on the year.

More detailed information on tenders is available to subscribers for weekly market report ""Black Sea Grain"" by UkrAgroConsult.",http://www.blackseagrain.net/foto/grain-cereals/pshienitsa-zierno/image_large,
https://www.creativeindustriesfederation.com,Creative Industries Federation,,,"Through our unique network of member organisations, our influential policy and advocacy work and our UK-wide events programme we bring together the many sectors that comprise our world-leading creative industries.

We are stronger together. Through the combined expertise of our members we ensure that our sector is at the heart of political, economic and social decision-making.",https://www.creativeindustriesfederation.com/sites/default/files/favicon.ico,
http://www.blackseagrain.net/novosti/australia-cuts-wheat-production-forecast,Australia cuts wheat production forecast,,,"With dry weather predicted along Australia’s East coast, the country’s top commodity agency on June 12 reduced its 2018-19 wheat production forecast by 8% to 21.9 million tonnes, down from the previously projected 23.7 million tonnes.



Compared to the previous year, output for the world’s fourth largest wheat producer is forecast to rise by 3%, while planted area is projected to fall by 2%, according to the June quarterly report from the Australian Bureau of Agricultural and Resource Economics and Science (ABARES).



“Total planted area to winter crops is forecast to decrease by 4% to 21.2 million hectares as a result of forecast declines in New South Wales, Queensland and Western Australia,” ABARES said. “Favorable prices of cereal feed grains relative to prices of oilseeds and pulses and drier-than-average seasonal conditions are expected to result in a significant increase in area planted to barley and a (decrease) in area planted to canola, chickpeas and lentils.”



ABARES said barley production is forecast to increase by 3% year on year to 9.2 million tonnes and canola output is projected to fall 16% to 3.1 million tonnes.



“Barley production is forecast to increase more modestly than might be expected given the forecast increase in planted area because barley yields in Western Australia are forecast to fall from above average back to average,” ABARES said.



Among other crops, chickpeas production is forecast to decline by 40% to 616,000 tonnes and oats production is forecast to remain unchanged at 1.1 million tonnes.



In May, Australia’s biggest listed bulk grain handler, GrainCorp Ltd., reported a 64% decline in half-year profits compared to a year ago in part because of dry weather that has reduced grain production in eastern Australia.



world-grain",http://www.blackseagrain.net/foto/grain-cereals/ziernovyie.png/image_large,
https://www.edie.net,"sustainable business news, insight and suppliers",,,"Sustainable Business Covered podcast: The EV masterclass with EDF Energy

Episode 79 of the Sustainable Business Covered sees edie's content editor Matt Mace sit down with episode sponsors EDF Energy to discuss electric vehicle (EV) integration as well as talking to the Wates Group about how transport will be tackled as part of its new net-zero commitment.",https://static.edie.net/favicon.ico?v=2,
http://www.blackseagrain.net/novosti/us-pork-exports-to-south-korea-surge,US pork exports to South Korea surge,,,"US pork exports to South Korea continued its momentum in April 2018, with volume and value recorded at 25,370 tonnes and USD 74.1 million, up 74% and 81% respectively from the same period last year. This was according to a report by the US Meat Export Federation (Usmef).

This pushed up US pork exports to the country to date to 94,888 tonnes valued at USD 276.1 million, up 44% and 55% year-on-year. Usmef credited the strong growth in consumer demand and duty-free access under the Korea-US Free Trade Agreement for the strong and expanding presence of US pork in the East Asian country.",http://www.blackseagrain.net/foto/livestock/pigs/image_large,
https://www.envapack.com,"Envapack.com – Revista online del Empaque, Envase y Embalaje",Catherine Carbajal,,,https://www.envapack.com/wp-content/uploads/2016/02/cropped-logo-enva-32x32.png,
http://www.blackseagrain.net/novosti/u-s-winter-wheat-production-forecast-raised-1-from-may,U.S. winter wheat production forecast raised 1% from May,,,"The U.S. Department of Agriculture in its June 12 Crop Production report forecast 2018 U.S. winter wheat outturn at 1.198 billion bushels, up 6.174 million bushels, or 0.5%, from 1.192 billion bushels in May but down 71.721 million bushels, or 6%, from 1.269 billion bushels in 2017. The increase from May resulted from a slight increase in average yield, estimated at 48.4 bushels per acre, up 0.3 bushels from May but down 2.1 bushels from a year earlier, with harvested area unchanged from May at 24.769 million acres. The USDA production number was above the average trade expectation of 1.187 billion bushels.



Hard red winter wheat production was forecast at 650.373 million bushels, up 1% from May but down 13% from 2017, soft red winter at 315.5 million bushels, up slightly from May and up 8% from last year, and white winter at 231.843 million bushels, up 2% from both May and from a year ago. The 2018 white winter wheat consisted of 21.829 million bushels of hard white and 210.014 million bushels of soft white.



Production estimates for Kansas, Oklahoma and Texas all were unchanged from May. The USDA raised production forecasts from May in 10 of the 25 top producing states, lowered forecasts in nine states and left six states unchanged.



In its World Agricultural Supply and Demand Estimates report, the USDA projected U.S. wheat carryover on June 1, 2019, at 946 million bushels, down 9 million bushels from the May forecast and down 134 million bushels, or 12%, from 1.080 billion bushels in 2018, which was raised 10 million bushels from May due to a like decrease in exports, estimated at 900 million bushels. Exports for 2018-19 were forecast at 950 million bushels, up 25 million bushels from the May forecast “on tightening Russian supplies,” and up 50 million bushels from 2017-18.



The USDA forecast 2018-19 Russian wheat production at 68.5 million tonnes, down 3.5 million tonnes, or 5%, from the May forecast, and down 16.49 million tonnes, or 19%, from 2017-18. Exports of wheat by Russia were forecast at 35 million tonnes, down 1.5 million tonnes from May and down 5.5 million tonnes from 2017-18.



U.S. all-wheat production in 2018 was forecast at 1.827 billion bushels, up 6 million bushels from the May forecast, reflecting a like increase in winter wheat production, and up 86 million bushels, or 5%, from 1.741 billion bushels in 2017.



The average price for wheat paid to U.S. farmers was estimated at $4.75 per bushel in 2017-18, up 5¢ from May, and for 2018-19 was forecast to range between $4.60 and $5.60 per bushel, up 10¢ from the May forecast.



The USDA projected the carryover of corn on Sept. 1, 2019, at 1.577 billion bushels, down 105 million bushels, or 6%, from the May forecast and down 525 million bushels, or 25%, from 2.102 billion bushels forecast for 2018, which was lowered 80 million bushels from May based on 5 million bushels lower imports at 45 million bushels, and 75 million bushels higher exports at 2.3 billion bushels. For 2018-19, forecast production was unchanged from May at 14.040 billion bushels, with total supply down 80 million bushels at 16.192 billion bushels based on lower beginning stocks. Total use was raised 25 million bushels from May to 14.615 billion bushels, based on a 25-million-bushel reduction in feed and residual use, forecast at 5.350 billion bushels, a 50-million-bushel increase in use for ethanol, forecast at 5.675 billion bushels, with exports unchanged at 2.100 billion bushels. The average price of corn paid to farmers in 2018-19 was forecast to range between $3.40 and $4.40 per bushel, up 10¢ from May and compared with $3.25 to $3.55 per bushel forecast for 2017-18.



The USDA projected U.S. soybean carryover on Sept. 1, 2019, at 385 million bushels, down 30 million bushels, or 7%, from the May forecast and down 120 million bushels, or 24%, from 505 million bushels forecast for 2018, which was lowered 25 million bushels from May based on a like increase in 2017-18 soybean crush, forecast at a record 2.015 billion bushels. For 2018-19, crush was raised 5 million bushels from May to 2 billion bushels, but was down 15 million bushels from 2017-18. Forecast exports were unchanged for both years at 2.065 billion bushels for 2017-18 and 2.290 billion bushels for 2018-19. The average price of soybeans paid to farmers in 2018-19 was forecast at $8.75 to $11.25 per bushel, unchanged from May, compared with $9.40 per bushel in 2017-18, up 5¢ from May.



The USDA projected 2019 carryover numbers were above average pre-report trade expectations of 957 million bushels for wheat, 1.642 billion bushels for corn and 435 million bushels for soybeans.



Wheat, corn, soybean and soybean meal futures traded higher while soybean oil traded lower after the USDA reports.



world-grain",http://www.blackseagrain.net/foto/grain-cereals/grain.jpg/image_large,
https://www.flexpackmag.com,"Covers film extrusion, converting & printing","John Kalkowski,Tom Egan,Nigel Smith",,"This website requires certain cookies to work and uses other cookies to help you have the best experience. By visiting this website, certain cookies have already been set, which you may delete and block. By closing this message or continuing to use our site, you agree to the use of cookies. Visit our updated privacy and cookie policy to learn more.",https://www.flexpackmag.com/images/favicon/favicons.ico?1580193226,
http://www.blackseagrain.net/novosti/brazil2019s-soybean-exports-to-argentina-near-250-000-mt,"Brazil’s soybean exports to Argentina near 250,000 mt",,,"Crushers in Argentina, which is experiencing its worst drought in decades, have imported 245,000 mt of Brazilian soybeans so far this year, more than the last seven years combined, and the total is expected to rise.



According to official data from Brazil, exports to Argentina reached 109,000 mt last month, taking the total to nearly a quarter of a million tonnes so far this year.



It imported 209,000 mt in the past seven years from its neighbour.



Argentina, the world’s third largest producer and exporter of soybeans and the largest exporter of soymeal and soyoil, has suffered a dry summer that has baked its crop and slashed soybean production by almost 40% to about 35 million mt.



In order to keep crushers running and meet contractual commitments to sell soymeal and soyoil, Argentina’s crushers have bought almost 500,000 mt from the US.



But while that is for delivery in the next crop year, starting in September, crushers had been seeking more immediate purchases from Brazil.



However, a trucker strike that crippled the country’s transportation network put a halt to those discussions.



“We were getting offers regularly up until the strike, but nothing much has happened since then,” said one market source in Buenos Aires, adding he expected talks to restart.



The USDA said last month that it expected Argentina's imports of soybeans to reach 4 million mt this crop year, double the previous year’s volume.



Argentina typically imports soybeans from Paraguay to press in its vast crushing industry.



agricensus",http://www.blackseagrain.net/foto/vegoil/soya/image_large,
https://www.foodbusinessnews.net,"Food and beverage news, trends, ingredient technologies and commodity markets analysis","Sam Danley,Eric Schroeder,Josh Sosland,Jeff Gelski,Sam Sosland,Ryan Mccarthy,Monica Watrous",,"Meet Matt Horlacher, a farmer in Tensed, Idaho, who’s working with Ardent Mills to grow White Sonora, one of the oldest surviving North America wheat varieties. White Sonora, a soft white spring wheat with Mexican heritage is well suited for tortillas, flatbreads and more. Ardent Mills partners with family farms to bring to market a variety of ancient and heirloom grains with stories you can proudly share with your customers.",https://www.foodbusinessnews.net/images/favicons/apple-touch-icon-57x57.png,
http://www.blackseagrain.net/novosti/france-seeks-freeze-on-palm-oil-use-imports,"France seeks freeze on palm oil use, imports",,,"France wants to cap and progressively cut palm oil imports and will propose to do so at a European level, a junior minister said on Monday, as farmers block refineries across the country in protest against use of the vegetable oil in biofuels.



""We will commit at EU level to cap, to freeze ... based on the total 2017 volumes, the volume of imported (palm) oil to reduce it gradually in the coming years,"" French junior ecology minister Sebastien Lecornu said on Europe 1 radio.



The move is aimed at reducing the use of palm oil blamed for causing deforestation in southeast Asia, he said.



French farmers were blocking access to oil depots and at least three refineries using tonnes of onions, wood and rubble on Monday as part of a three-day protest over plans to allow Total <TOTF.PA> to use palm oil at a biofuel plant.



Brune is in Luxembourg where European energy ministers are meeting to discuss the bloc's energy and climate goals.



It would then revise that cap depending on the conditions of forests and develop a strategy to fight deforestation, she wrote, without giving further details.



Hulot had said last year France would take steps to restrict the use of palm oil in producing biofuels in order to reduce deforestation in the countries of origin, without detailing the measures.



Small farmers in Malaysia, the world's second largest palm oil producer after Indonesia, said a move to cap palm oil exports at an EU level would be discriminatory and a ""betrayal"".



""This proposal is a betrayal of promises made by the French Government, and others in Europe, to the people of Malaysia,"" they said in a statement sent by Faces of Palm Oil lobby group.



""Those promises must be honoured. Attempts to camouflage this discrimination behind technical calculations are deceitful.""



French Defence Minister Florence Parly said in comments reported in the Malaysian press in January that Malaysia could ""rely on France"" for support against the proposed ban.



thestar",http://www.blackseagrain.net/foto/vegoil/oilpalm1.png/image_large,
https://www.foodengineeringmag.com,Covers the food and beverage processing industry,"Wayne Labs,Tom Egan,Richard F. Stier,Jorge Izquierdo",,"This website requires certain cookies to work and uses other cookies to help you have the best experience. By visiting this website, certain cookies have already been set, which you may delete and block. By closing this message or continuing to use our site, you agree to the use of cookies. Visit our updated privacy and cookie policy to learn more.",https://www.foodengineeringmag.com/images/favicon/apple-touch-icon-57x57.png,
http://www.blackseagrain.net/novosti/egypt-issued-a-milling-wheat-tender-7,Egypt issued a milling wheat tender,,,"Today, June 12, 2018, GASC will hold a milling wheat tender for delivery on July 15 - 25 2018, reports UkrAgroConsult.

In the last tender on May 15, 2018, Egypt bought 60 KMT of milling wheat from Ukraine to be delivered on June 15 – 25, 2018 at an average price of USD 234.95/MT C&F.

More detailed information on tenders is available to subscribers for weekly market report ""Black Sea Grain"" by UkrAgroConsult.",http://www.blackseagrain.net/foto/grain-cereals/koloski/image_large,
https://www.gcimagazine.com,GCIMagazine.com,,,"Allured Business Media utilizes Omeda to collect information on its behalf.

To “unsubscribe,” click the link at the bottom of any e-mail we send.

Questions? Contact us at: customerservice@allured.com

© 2020 Allured Business Media. All rights reserved. Privacy Policy Legal Terms

Allured Business Media, 336 Gundersen Drive, Suite A, Carol Stream, IL, 60188 USA",https://abm-assets.s3.amazonaws.com/images/icons/gci-favicon-2019.ico,
http://www.blackseagrain.net/novosti/cbot-wheat-prices-strengthened-due-to-precipitation-deficit-in-the-main-producing-regions-3,CBOT wheat prices strengthened due to precipitation deficit in the main producing regions,,,"WHEAT. During May 31 - June 07, CBOT wheat prices strengthened slightly (+0.1%). The US wheat export spot prices (SRW) for July delivery remained at the previous week’s level, while French wheat supply prices kept growing (+USD 3/MT).

Futures strengthened on information about precipitation deficit in the Black Sea countries, Argentina and Australia. Excessive rains were seen in the EU countries, with the exception of Poland, Spain and Portugal, reports UkrAgroConsult.

Against the backdrop of soil drought in the US winter wheat producing regions, its conditions kept worsening. As of June 03, the share of plants in good and excellent conditions was 37%, compared to 38% a week before (49% on the same date last year). At the same time, the start of winter wheat harvesting limited the price growth.

The weather factor supported French wheat prices. Wheat exports from the EU countries remained low.

CORN. Over the period under review (May 31 - June 07), CBOT corn prices lost 4.52%. The US corn export prices decreased by USD 10/MT (July delivery), while Argentinean corn supply prices fell by USD 8/MT, reports UkrAgroConsult.

Sowing of spring crops in the USA is almost complete. By July 03, corn sowing had been carried out on 97% of the intended area (+5% over the week). Over the week, the share of plants in good and excellent conditions decreased from 79% to 77%. However, this is higher than last year's 68%.

Market operators estimate the future US corn crop at a high level, which remained the main bearish driver for corn futures.

Brazilian farmers began to harvest the second corn crop. By this date last year, farmers had gathered corn from 3% of the intended area. Devaluation of Brazilian real still triggers the growth of farm sales in the domestic market.

Check up prices and enjoy free online charts on UkrAgroConsult’s website. Daily updated commodity exchange prices (CBOT, ASX, BCE, MATIF, WCE, LIFFE) and cash market quotations for wheat, corn, barley, soybean, sunflower and other agricultural commodities in Ukraine, Black Sea region and world are available in section ""Prices and Futures"".",http://www.blackseagrain.net/foto/grain-cereals/wheat_harvest/image_large,
https://www.ishn.com,the magazine for safety & health professionals who direct safety & health programs in high-hazard workplaces.,,,"Environmental Health and Safety What to expect from OSHA in 2020 OSHA stayed busy in fiscal year 2019. The agency trained a record 1,392,611 workers on safety and health requirements through its various educational programs. OSHA also helped small employers identify …

Global Here’s what OSHA is telling employers about the new coronavirus Most American workers are not at significant risk of contracting the new coronavirus (2019-nCoV ) – but there are certain categories of employees who may be in danger of exposure, …

Health More people in poor health at a younger age Heart disease and stroke deaths have declined, according to data reported in the just published American Heart Association’s (AHA) Heart & Stroke Statistics - 2020 Update, but that decrease has slowed significantly …

Psychology Staying “macho” may worsen PTSD in vets To help service members perform better in the field, military training emphasizes the importance of certain traits associated with traditional masculinity, including suppression of emotion and self-reliance. But when veterans …

Today's News Employee injured in trench collapse; company cited OSHA has cited Goose Lake Construction Inc. after an employee suffered serious injuries when an unprotected trench collapsed, burying him up to his waist at a Glencoe, Illinois, worksite. The …",https://www.ishn.com/images/favicon/favicons.ico?1580193704,
